Date,SPY
2016-02-02,161.1679229736328
2016-02-03,162.1340789794922
2016-02-04,162.38836669921875
2016-02-05,159.29486083984375
2016-02-08,157.15057373046875
2016-02-09,157.15904235839844
2016-02-10,157.02346801757812
2016-02-11,154.98085021972656
2016-02-12,158.17613220214844
2016-02-16,160.84584045410156
2016-02-17,163.4732208251953
2016-02-18,162.80361938476562
2016-02-19,162.72735595703125
2016-02-22,165.08352661132812
2016-02-23,162.99850463867188
2016-02-24,163.7444305419922
2016-02-25,165.7276611328125
2016-02-26,165.3463134765625
2016-02-29,164.0495147705078
2016-03-01,167.9058380126953
2016-03-02,168.66017150878906
2016-03-03,169.32125854492188
2016-03-04,169.8721466064453
2016-03-07,170.00770568847656
2016-03-08,168.15159606933594
2016-03-09,168.98219299316406
2016-03-10,169.1178436279297
2016-03-11,171.84690856933594
2016-03-14,171.62652587890625
2016-03-15,171.3468017578125
2016-03-16,172.33843994140625
2016-03-17,173.43179321289062
2016-03-18,174.1133270263672
2016-03-21,174.36033630371094
2016-03-22,174.2666778564453
2016-03-23,173.11654663085938
2016-03-24,173.0399169921875
2016-03-28,173.14215087890625
2016-03-29,174.74374389648438
2016-03-30,175.51046752929688
2016-03-31,175.08450317382812
2016-04-01,176.2771453857422
2016-04-04,175.70639038085938
2016-04-05,173.95144653320312
2016-04-06,175.8512420654297
2016-04-07,173.7469940185547
2016-04-08,174.2155303955078
2016-04-11,173.8065948486328
2016-04-12,175.42526245117188
2016-04-13,177.19720458984375
2016-04-14,177.20571899414062
2016-04-15,177.0098114013672
2016-04-18,178.25363159179688
2016-04-19,178.81585693359375
2016-04-20,178.98623657226562
2016-04-21,178.02357482910156
2016-04-22,178.02357482910156
2016-04-25,177.7168426513672
2016-04-26,177.98094177246094
2016-04-27,178.3472900390625
2016-04-28,176.72865295410156
2016-04-29,175.77455139160156
2016-05-02,177.1716766357422
2016-05-03,175.62973022460938
2016-05-04,174.64999389648438
2016-05-05,174.61593627929688
2016-05-06,175.25491333007812
2016-05-09,175.39967346191406
2016-05-10,177.58059692382812
2016-05-11,175.9193572998047
2016-05-12,175.97044372558594
2016-05-13,174.43702697753906
2016-05-16,176.15789794921875
2016-05-17,174.5137176513672
2016-05-18,174.5648193359375
2016-05-19,173.95994567871094
2016-05-20,175.0589599609375
2016-05-23,174.8203887939453
2016-05-24,177.08651733398438
2016-05-25,178.2876739501953
2016-05-26,178.33876037597656
2016-05-27,179.10545349121094
2016-05-31,178.76475524902344
2016-06-01,179.13107299804688
2016-06-02,179.6763458251953
2016-06-03,179.1396026611328
2016-06-06,180.0511016845703
2016-06-07,180.33224487304688
2016-06-08,180.9200439453125
2016-06-09,180.67303466796875
2016-06-10,178.96067810058594
2016-06-13,177.58059692382812
2016-06-14,177.23129272460938
2016-06-15,176.98423767089844
2016-06-16,177.5124053955078
2016-06-17,176.851318359375
2016-06-20,177.990234375
2016-06-21,178.49554443359375
2016-06-22,178.20437622070312
2016-06-23,180.5250701904297
2016-06-24,174.04257202148438
2016-06-27,170.92550659179688
2016-06-28,174.00831604003906
2016-06-29,176.97120666503906
2016-06-30,179.38607788085938
2016-07-01,179.7628936767578
2016-07-05,178.4698486328125
2016-07-06,179.5402069091797
2016-07-07,179.4288787841797
2016-07-08,182.10072326660156
2016-07-11,182.74288940429688
2016-07-12,184.07028198242188
2016-07-13,184.0446319580078
2016-07-14,185.0721893310547
2016-07-15,184.8238525390625
2016-07-18,185.3205108642578
2016-07-19,185.1321563720703
2016-07-20,185.90286254882812
2016-07-21,185.20071411132812
2016-07-22,186.0313262939453
2016-07-25,185.52606201171875
2016-07-26,185.61170959472656
2016-07-27,185.4147186279297
2016-07-28,185.62884521484375
2016-07-29,185.9285430908203
2016-08-01,185.77439880371094
2016-08-02,184.5840606689453
2016-08-03,185.12355041503906
2016-08-04,185.3205108642578
2016-08-05,186.8362579345703
2016-08-08,186.7248992919922
2016-08-09,186.8362579345703
2016-08-10,186.37380981445312
2016-08-11,187.23870849609375
2016-08-12,187.07606506347656
2016-08-15,187.6155242919922
2016-08-16,186.6478729248047
2016-08-17,186.99896240234375
2016-08-18,187.41859436035156
2016-08-19,187.14454650878906
2016-08-22,187.13592529296875
2016-08-23,187.5127410888672
2016-08-24,186.55368041992188
2016-08-25,186.42518615722656
2016-08-26,186.07408142089844
2016-08-29,186.99038696289062
2016-08-30,186.68209838867188
2016-08-31,186.15118408203125
2016-09-01,186.15975952148438
2016-09-02,186.99896240234375
2016-09-06,187.5641632080078
2016-09-07,187.54701232910156
2016-09-08,187.11888122558594
2016-09-09,182.64022827148438
2016-09-12,185.2606201171875
2016-09-13,182.5973663330078
2016-09-14,182.52882385253906
2016-09-15,184.35287475585938
2016-09-16,183.64028930664062
2016-09-19,183.6746368408203
2016-09-20,183.68325805664062
2016-09-21,185.74888610839844
2016-09-22,186.91934204101562
2016-09-23,185.89517211914062
2016-09-26,184.3889617919922
2016-09-27,185.5337677001953
2016-09-28,186.45460510253906
2016-09-29,184.76773071289062
2016-09-30,186.16197204589844
2016-10-03,185.71438598632812
2016-10-04,184.76773071289062
2016-10-05,185.58535766601562
2016-10-06,185.71438598632812
2016-10-07,185.0775604248047
2016-10-10,186.04151916503906
2016-10-11,183.69186401367188
2016-10-12,183.93287658691406
2016-10-13,183.3304443359375
2016-10-14,183.42507934570312
2016-10-17,182.7882080078125
2016-10-18,183.93287658691406
2016-10-19,184.42343139648438
2016-10-20,184.07919311523438
2016-10-21,184.16525268554688
2016-10-24,184.9484405517578
2016-10-25,184.3287811279297
2016-10-26,183.9586944580078
2016-10-27,183.46812438964844
2016-10-28,182.9259033203125
2016-10-31,182.93450927734375
2016-11-01,181.6090545654297
2016-11-02,180.51605224609375
2016-11-03,179.68978881835938
2016-11-04,179.49183654785156
2016-11-07,183.4508514404297
2016-11-08,184.2771453857422
2016-11-09,186.23085021972656
2016-11-10,186.69561767578125
2016-11-11,186.2652587890625
2016-11-14,186.41160583496094
2016-11-15,187.86610412597656
2016-11-16,187.51319885253906
2016-11-17,188.47715759277344
2016-11-18,188.0554962158203
2016-11-21,189.47557067871094
2016-11-22,189.84564208984375
2016-11-23,189.94888305664062
2016-11-25,190.6547393798828
2016-11-28,189.7595672607422
2016-11-29,190.12960815429688
2016-11-30,189.6735382080078
2016-12-01,188.9763641357422
2016-12-02,189.07102966308594
2016-12-05,190.2071075439453
2016-12-06,190.80960083007812
2016-12-07,193.3055419921875
2016-12-08,193.77886962890625
2016-12-09,194.94935607910156
2016-12-12,194.72561645507812
2016-12-13,196.0252685546875
2016-12-14,194.40713500976562
2016-12-15,195.20758056640625
2016-12-16,194.82577514648438
2016-12-19,195.25
2016-12-20,196.0032196044922
2016-12-21,195.4578399658203
2016-12-22,195.12014770507812
2016-12-23,195.40585327148438
2016-12-27,195.8906707763672
2016-12-28,194.27174377441406
2016-12-29,194.22842407226562
2016-12-30,193.51852416992188
2017-01-03,194.9989471435547
2017-01-04,196.15902709960938
2017-01-05,196.0032196044922
2017-01-06,196.7044677734375
2017-01-09,196.0551300048828
2017-01-10,196.0551300048828
2017-01-11,196.60922241210938
2017-01-12,196.1157684326172
2017-01-13,196.56593322753906
2017-01-17,195.87335205078125
2017-01-18,196.30624389648438
2017-01-19,195.57896423339844
2017-01-20,196.29754638671875
2017-01-23,195.78677368164062
2017-01-24,197.04208374023438
2017-01-25,198.74758911132812
2017-01-26,198.53981018066406
2017-01-27,198.22813415527344
2017-01-30,196.998779296875
2017-01-31,196.98141479492188
2017-02-01,197.0594024658203
2017-02-02,197.18930053710938
2017-02-03,198.54847717285156
2017-02-06,198.19354248046875
2017-02-07,198.2021942138672
2017-02-08,198.46192932128906
2017-02-09,199.63926696777344
2017-02-10,200.42715454101562
2017-02-13,201.51797485351562
2017-02-14,202.3230743408203
2017-02-15,203.37930297851562
2017-02-16,203.2061309814453
2017-02-17,203.52647399902344
2017-02-21,204.73849487304688
2017-02-22,204.55670166015625
2017-02-23,204.6952362060547
2017-02-24,204.95492553710938
2017-02-27,205.27525329589844
2017-02-28,204.72119140625
2017-03-01,207.58676147460938
2017-03-02,206.27952575683594
2017-03-03,206.409423828125
2017-03-06,205.7947540283203
2017-03-07,205.18002319335938
2017-03-08,204.79908752441406
2017-03-09,205.05886840820312
2017-03-10,205.7773895263672
2017-03-13,205.88125610351562
2017-03-14,205.09344482421875
2017-03-15,206.8682403564453
2017-03-16,206.4613494873047
2017-03-17,206.09872436523438
2017-03-20,205.87266540527344
2017-03-21,203.22933959960938
2017-03-22,203.7076416015625
2017-03-23,203.49024963378906
2017-03-24,203.34242248535156
2017-03-27,203.13372802734375
2017-03-28,204.6118927001953
2017-03-29,204.8031463623047
2017-03-30,205.45529174804688
2017-03-31,204.97708129882812
2017-04-03,204.62060546875
2017-04-04,204.75100708007812
2017-04-05,204.14236450195312
2017-04-06,204.71627807617188
2017-04-07,204.50753784179688
2017-04-10,204.6292724609375
2017-04-11,204.38583374023438
2017-04-12,203.49024963378906
2017-04-13,202.16854858398438
2017-04-17,203.95974731445312
2017-04-18,203.35108947753906
2017-04-19,202.9772186279297
2017-04-20,204.6292724609375
2017-04-21,203.9771728515625
2017-04-24,206.22042846679688
2017-04-25,207.42037963867188
2017-04-26,207.28993225097656
2017-04-27,207.4638671875
2017-04-28,207.01174926757812
2017-05-01,207.5333709716797
2017-05-02,207.6116943359375
2017-05-03,207.35948181152344
2017-05-04,207.60299682617188
2017-05-05,208.42030334472656
2017-05-08,208.38555908203125
2017-05-09,208.19427490234375
2017-05-10,208.568115234375
2017-05-11,208.14208984375
2017-05-12,207.79429626464844
2017-05-15,208.94198608398438
2017-05-16,208.75074768066406
2017-05-17,205.04664611816406
2017-05-18,205.87266540527344
2017-05-19,207.21170043945312
2017-05-22,208.26380920410156
2017-05-23,208.72462463378906
2017-05-24,209.21156311035156
2017-05-25,210.2114715576172
2017-05-26,210.16802978515625
2017-05-30,209.9854278564453
2017-05-31,209.93325805664062
2017-06-01,211.6027374267578
2017-06-02,212.3070068359375
2017-06-05,212.15049743652344
2017-06-06,211.4722900390625
2017-06-07,211.8635711669922
2017-06-08,211.96795654296875
2017-06-09,211.6461639404297
2017-06-12,211.6027374267578
2017-06-13,212.63742065429688
2017-06-14,212.3678741455078
2017-06-15,211.95921325683594
2017-06-16,212.0055389404297
2017-06-19,213.7704620361328
2017-06-20,212.32879638671875
2017-06-21,212.27638244628906
2017-06-22,212.1802520751953
2017-06-23,212.43368530273438
2017-06-26,212.57342529296875
2017-06-27,210.86090087890625
2017-06-28,212.74818420410156
2017-06-29,210.87838745117188
2017-06-30,211.27159118652344
2017-07-03,211.62979125976562
2017-07-05,212.11911010742188
2017-07-06,210.1793670654297
2017-07-07,211.54244995117188
2017-07-10,211.7695770263672
2017-07-11,211.6123809814453
2017-07-12,213.20257568359375
2017-07-13,213.56076049804688
2017-07-14,214.5568084716797
2017-07-17,214.53065490722656
2017-07-18,214.6442413330078
2017-07-19,215.80628967285156
2017-07-20,215.9024200439453
2017-07-21,215.71022033691406
2017-07-24,215.6577911376953
2017-07-25,216.1820526123047
2017-07-26,216.1907501220703
2017-07-27,215.98974609375
2017-07-28,215.73638916015625
2017-07-31,215.6140899658203
2017-08-01,216.09469604492188
2017-08-02,216.1995391845703
2017-08-03,215.7800750732422
2017-08-04,216.17330932617188
2017-08-07,216.5751953125
2017-08-08,216.04220581054688
2017-08-09,216.03347778320312
2017-08-10,212.98411560058594
2017-08-11,213.29864501953125
2017-08-14,215.41314697265625
2017-08-15,215.38690185546875
2017-08-16,215.76260375976562
2017-08-17,212.398681640625
2017-08-18,212.0667266845703
2017-08-21,212.23269653320312
2017-08-22,214.4519805908203
2017-08-23,213.68307495117188
2017-08-24,213.18507385253906
2017-08-25,213.68307495117188
2017-08-28,213.6918487548828
2017-08-29,213.93649291992188
2017-08-30,214.95004272460938
2017-08-31,216.24314880371094
2017-09-01,216.54901123046875
2017-09-05,214.9937744140625
2017-09-06,215.72767639160156
2017-09-07,215.70143127441406
2017-09-08,215.44808959960938
2017-09-11,217.74600219726562
2017-09-12,218.47994995117188
2017-09-13,218.5847930908203
2017-09-14,218.51490783691406
2017-09-15,218.80909729003906
2017-09-18,219.27442932128906
2017-09-19,219.4939727783203
2017-09-20,219.57301330566406
2017-09-21,218.98468017578125
2017-09-22,219.02859497070312
2017-09-25,218.5807342529297
2017-09-26,218.71246337890625
2017-09-27,219.5642547607422
2017-09-28,219.82765197753906
2017-09-29,220.600341796875
2017-10-02,221.5574951171875
2017-10-03,222.03164672851562
2017-10-04,222.29502868652344
2017-10-05,223.6121826171875
2017-10-06,223.35752868652344
2017-10-09,222.98880004882812
2017-10-10,223.5771026611328
2017-10-11,223.9282684326172
2017-10-12,223.5946502685547
2017-10-13,223.8668212890625
2017-10-16,224.16539001464844
2017-10-17,224.32342529296875
2017-10-18,224.54295349121094
2017-10-19,224.6044158935547
2017-10-20,225.76348876953125
2017-10-23,224.88540649414062
2017-10-24,225.280517578125
2017-10-25,224.16539001464844
2017-10-26,224.4551239013672
2017-10-27,226.290283203125
2017-10-30,225.44737243652344
2017-10-31,225.798583984375
2017-11-01,226.09716796875
2017-11-02,226.18495178222656
2017-11-03,226.9401397705078
2017-11-06,227.29136657714844
2017-11-07,227.13331604003906
2017-11-08,227.51963806152344
2017-11-09,226.69427490234375
2017-11-10,226.6240234375
2017-11-13,226.8347625732422
2017-11-14,226.3079071044922
2017-11-15,225.1751708984375
2017-11-16,227.0894012451172
2017-11-17,226.4220428466797
2017-11-20,226.8084259033203
2017-11-21,228.2923126220703
2017-11-22,228.09034729003906
2017-11-24,228.61721801757812
2017-11-27,228.50311279296875
2017-11-28,230.82122802734375
2017-11-29,230.6807861328125
2017-11-30,232.70033264160156
2017-12-01,232.21743774414062
2017-12-04,231.93643188476562
2017-12-05,231.1022186279297
2017-12-06,231.1461181640625
2017-12-07,231.87489318847656
2017-12-08,233.13937377929688
2017-12-11,233.84181213378906
2017-12-12,234.25450134277344
2017-12-13,234.22821044921875
2017-12-14,233.2710418701172
2017-12-15,235.21363830566406
2017-12-18,236.70516967773438
2017-12-19,235.79617309570312
2017-12-20,235.67254638671875
2017-12-21,236.15789794921875
2017-12-22,236.09622192382812
2017-12-26,235.81378173828125
2017-12-27,235.92849731445312
2017-12-28,236.4139862060547
2017-12-29,235.52249145507812
2018-01-02,237.20819091796875
2018-01-03,238.7086181640625
2018-01-04,239.7147979736328
2018-01-05,241.3121795654297
2018-01-08,241.75352478027344
2018-01-09,242.3007049560547
2018-01-10,241.9300079345703
2018-01-11,243.69508361816406
2018-01-12,245.28372192382812
2018-01-16,244.44529724121094
2018-01-17,246.77532958984375
2018-01-18,246.3605499267578
2018-01-19,247.48135375976562
2018-01-22,249.49359130859375
2018-01-23,250.0231475830078
2018-01-24,249.92605590820312
2018-01-25,250.03196716308594
2018-01-26,252.9268035888672
2018-01-29,251.2498321533203
2018-01-30,248.67282104492188
2018-01-31,248.79640197753906
2018-02-01,248.513916015625
2018-02-02,243.10377502441406
2018-02-05,232.93658447265625
2018-02-06,237.52590942382812
2018-02-07,236.23739624023438
2018-02-08,227.37637329101562
2018-02-09,230.7919464111328
2018-02-12,234.18099975585938
2018-02-13,234.76351928710938
2018-02-14,237.93194580078125
2018-02-15,240.96803283691406
2018-02-16,241.03857421875
2018-02-20,239.5293426513672
2018-02-21,238.3379669189453
2018-02-22,238.6467742919922
2018-02-23,242.4507598876953
2018-02-26,245.26612854003906
2018-02-27,242.2035369873047
2018-02-28,239.74998474121094
2018-03-01,236.26388549804688
2018-03-02,237.4818115234375
2018-03-05,240.22654724121094
2018-03-06,240.8355255126953
2018-03-07,240.747314453125
2018-03-08,241.91232299804688
2018-03-09,246.1221923828125
2018-03-12,245.81326293945312
2018-03-13,244.2246551513672
2018-03-14,242.97140502929688
2018-03-15,242.70663452148438
2018-03-16,242.96983337402344
2018-03-19,239.68235778808594
2018-03-20,240.08999633789062
2018-03-21,239.6291961669922
2018-03-22,233.63919067382812
2018-03-23,228.65921020507812
2018-03-26,234.91513061523438
2018-03-27,230.91876220703125
2018-03-28,230.23651123046875
2018-03-29,233.1783905029297
2018-04-02,228.14527893066406
2018-04-03,231.06944274902344
2018-04-04,233.54161071777344
2018-04-05,235.3848419189453
2018-04-06,230.1390380859375
2018-04-09,231.27320861816406
2018-04-10,234.95062255859375
2018-04-11,233.71893310546875
2018-04-12,235.64173889160156
2018-04-13,234.95062255859375
2018-04-16,236.88223266601562
2018-04-17,239.41651916503906
2018-04-18,239.5937042236328
2018-04-19,238.26458740234375
2018-04-20,236.24427795410156
2018-04-23,236.2088165283203
2018-04-24,233.02772521972656
2018-04-25,233.60365295410156
2018-04-26,235.97842407226562
2018-04-27,236.19998168945312
2018-04-30,234.3834991455078
2018-05-01,234.79994201660156
2018-05-02,233.22267150878906
2018-05-03,232.708740234375
2018-05-04,235.72142028808594
2018-05-07,236.51898193359375
2018-05-08,236.51898193359375
2018-05-09,238.80514526367188
2018-05-10,241.03807067871094
2018-05-11,241.7735595703125
2018-05-14,241.88876342773438
2018-05-15,240.2228546142578
2018-05-16,241.23304748535156
2018-05-17,241.0292205810547
2018-05-18,240.42665100097656
2018-05-21,242.2342987060547
2018-05-22,241.56089782714844
2018-05-23,242.22547912597656
2018-05-24,241.72927856445312
2018-05-25,241.15325927734375
2018-05-29,238.3797607421875
2018-05-30,241.56089782714844
2018-05-31,240.08119201660156
2018-06-01,242.43817138671875
2018-06-04,243.59011840820312
2018-06-05,243.76730346679688
2018-06-06,245.8052520751953
2018-06-07,245.77877807617188
2018-06-08,246.50546264648438
2018-06-11,246.83323669433594
2018-06-12,247.1522216796875
2018-06-13,246.36363220214844
2018-06-14,246.98388671875
2018-06-15,246.6687469482422
2018-06-18,246.16136169433594
2018-06-19,245.2178955078125
2018-06-20,245.63624572753906
2018-06-21,244.0963897705078
2018-06-22,244.5414276123047
2018-06-25,241.2125244140625
2018-06-26,241.7466278076172
2018-06-27,239.7439422607422
2018-06-28,241.11465454101562
2018-06-29,241.4617919921875
2018-07-02,241.9779815673828
2018-07-03,241.12355041503906
2018-07-05,243.09066772460938
2018-07-06,245.14675903320312
2018-07-09,247.3541717529297
2018-07-10,248.24423217773438
2018-07-11,246.4284210205078
2018-07-12,248.66259765625
2018-07-13,248.85838317871094
2018-07-16,248.6358642578125
2018-07-17,249.6416778564453
2018-07-18,250.1667022705078
2018-07-19,249.2233123779297
2018-07-20,248.93849182128906
2018-07-23,249.40126037597656
2018-07-24,250.6563262939453
2018-07-25,252.79249572753906
2018-07-26,252.19618225097656
2018-07-27,250.4871368408203
2018-07-30,249.17884826660156
2018-07-31,250.40719604492188
2018-08-01,249.98870849609375
2018-08-02,251.3506317138672
2018-08-03,252.42762756347656
2018-08-06,253.35328674316406
2018-08-07,254.1900177001953
2018-08-08,254.08316040039062
2018-08-09,253.7360382080078
2018-08-10,252.03599548339844
2018-08-13,251.09259033203125
2018-08-14,252.6946563720703
2018-08-15,250.8076171875
2018-08-16,252.8369903564453
2018-08-17,253.72714233398438
2018-08-20,254.27011108398438
2018-08-21,254.86648559570312
2018-08-22,254.7151336669922
2018-08-23,254.37689208984375
2018-08-24,255.90773010253906
2018-08-27,257.92840576171875
2018-08-28,258.05291748046875
2018-08-29,259.4414978027344
2018-08-30,258.3912048339844
2018-08-31,258.4000549316406
2018-09-04,257.9549560546875
2018-09-05,257.2607727050781
2018-09-06,256.4864196777344
2018-09-07,255.98794555664062
2018-09-10,256.43304443359375
2018-09-11,257.2784729003906
2018-09-12,257.34088134765625
2018-09-13,258.8629150390625
2018-09-14,258.9073486328125
2018-09-17,257.5367126464844
2018-09-18,258.9341125488281
